Sitename:Pekan
Location: Latitude:    3.4383266 - Longitude:  103.3899384 - Elevation (masl):    35.
Principal investigator: 
Ecosystem type: 
File creation date: 2015-08-10T10:20
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2015,0,208.85402999999999,208,2030,0.24512049351736898,26.347380804988916,186.09049584180482,2.4279957496037934,20.555290908058133,9.1949883548459681,11.360302553212165,-6.6684093097965809,-30.890183700958261,8.4346273446922559,-11.710473355095127,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.003986666666668,100.80065046089386,404.05271263443359,3.0122427616998659,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0754227278772790,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.14280564943707644
 2015,0,208.87486000000001,208,2100,7.0155373184032241E-002,25.845015746170191,201.31401928846688,1.5159117646992073,3.9798962535686688,-0.72541568845568472,4.7053119420243537,-3.4762140653843350,-10.450952698899973,5.5049640753742519,-3.7815387649096599,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004466666666668,100.84186051675977,410.65057831130980,2.9241265317752663,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9547685743826198,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.1744873841937444
 2015,0,208.89569000000000,208,2130,0.32691340725985174,25.486314683200249,236.02805879301550,3.4063275115703413,4.7247243015067397,12.074934358961775,-7.3502100574550351,-6.5453975531013588,-7.4777143328829139,-0.38862866587744666,-2.7189160126307890,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.004883333333334,100.93219691340782,400.36557088627842,2.8625900776480013,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8682303529394551,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.9036489771069907E-002
 2015,0,208.91651999999999,208,2200,0.30266130804879837,25.536791422753254,253.63924951884661,4.5316181558037751,6.0207549639318625,11.186711817423035,-5.1659568534911724,-13.699076568844497,1.0529488960786131,14.516477816137662,0.26970428978022326,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005243333333333,101.01402867318436,393.14158206596306,2.8711670209093363,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8768094731790175,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.15561474472790091
 2015,0,208.93735000000001,208,2230,0.31113722169646163,25.182537975630964,276.55425950887411,3.8160130375887240,14.419217878933441,10.138044539967970,4.2811733389654707,-12.752973920911515,-7.4002597495925055,11.468820413950526,-2.5731993575217622,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005310000000000,101.03997275139665,399.11966859577274,2.8113599262644229,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7951038413273728,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.13332639112633207
 2015,0,208.95818000000000,208,2300,0.29494036627334669,24.806372531485977,287.93314669225839,3.3544658974091930,11.553855747499856,8.5929315793194085,2.9609241681804477,-10.924277570366492,-7.8674971528843169,12.283413404081184,-2.6414411603541863,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006180000000001,101.03701671787709,403.24911134582777,2.7490207143455865,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7113652489230984,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.13408188744855729
 2015,0,208.97900999999999,208,2330,0.21306575545827236,24.737348454455059,262.24093502498187,1.6782128992801273,0.41068745923972627,2.0853180049027817,-1.6746305456630555,-6.0323097517354061,-1.4441977707971414,7.1165923389948889,-0.49383224932897463,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006840000000000,101.05322693360903,400.91450917468654,2.7376981871819557,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6957170349864250,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.19636988356662646
 2015,0,209.00000000000000,209,000,8.3707357404047666E-002,25.041496004498811,285.20789684769505,3.1204135944853464,1.9731862044915947,2.6308468541523126E-002,1.9468777359500715,-4.0157785939562762,6.3589534325267891,8.2157388959035274,2.1043708446667413,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007050000000000,101.07884938547487,403.63073348740755,2.7877982699139334,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7624697480437046,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.1553813770287995
 2015,0,209.02082999999999,209,030,9.7299758460289959E-002,24.908663512501619,285.28929331761771,3.3920893860558490,7.8542409349486233,2.4459425707724032,5.4082983641762201,-5.3728267323569945,-2.7780698237139569,1.8187746940613325,-0.91520466059847305,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007686666666666,101.06666653631285,411.17377410935080,2.7657973154183928,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7334517326688701,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.8363430729153374
 2015,0,209.04166000000001,209,100,0.17644806575369845,24.992158071848337,302.55250505649076,2.5574009760164005,31.498249831483918,13.661843413702409,17.836406417781511,-5.8010241933615774,1.7450027724156478,16.843054848006343,0.63391627185373312,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.007426666666667,101.02439896648046,436.06787622389703,2.7796042756246551,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7535667260133598,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.33255810915133616
 2015,0,209.06249000000000,209,130,8.6006901571451591E-002,24.680219663481409,281.75762780993927,3.6994458158835117,-6.1314898948811347,1.2443362095871104,-7.3758261044682447,-7.8546170020560337,-6.5242858594189785,4.5361442791432314,-2.1577987939410779,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006746666666666,100.99651498603352,425.78143735000850,2.7283775704099495,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6851704125969968,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8889541097630218
 2015,0,209.08331999999999,209,200,9.3790960578974125E-002,24.467852317767381,280.06632367834783,4.0760384307236892,-4.6351272403838220,9.1563578381859312,-13.791485078569753,-12.078408713677861,-4.4429207083805045,16.334914140570820,-1.4228327084521035,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006210000000001,100.95294853351955,406.55304293984710,2.6939777026652383,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6400925121767518,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.6128992591455500
 2015,0,209.10415000000000,209,230,5.6769847769234862E-002,24.160457763671843,279.14722210992812,4.1027173397865146,7.1162997274428994,3.1860576041134658,3.9302421233294336,-4.1124482566246803,-6.4340381467640499,5.6117203654957555,-2.0365896407191815,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006236666666666,100.89857709497207,412.02996401156952,2.6448312730793693,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5756208272271537,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.0854866241112902
 2015,0,209.12497999999999,209,300,0.17766417425415323,23.821891199037339,282.68264274454106,3.7162556735052577,17.022964543154131,11.328957865811063,5.6940066773430704,-11.963558419029173,-7.0913035221567275,7.2278628756033783,-2.2258894435873433,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006293333333334,100.85413082402235,419.95920605335965,2.5916074170552008,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5052288802920883,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.67271136820258570
 2015,0,209.14581000000001,209,330,8.0406253501109540E-002,23.688788387362536,274.19551895760924,2.8797980786190709,3.1007068479564905,2.0980109825698752,1.0026958653866151,-0.84569358827653107,-2.7879094493580379,1.3190809051524661,-0.83694262672057773,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006403333333333,100.81191139664806,421.35547822044663,2.5709380810656532,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.4787654481219681,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.51315053910436159
 2015,0,209.16664000000000,209,400,8.2158292980668776E-002,23.379108636099431,260.97556804362796,2.6718163189245594,5.7852036653297141,0.75462423480788321,5.0305794305218310,1.8495662619143760,-6.4906929457467193,-3.0614405299574177,-1.9944992924401488,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006613333333334,100.77513747206704,428.35589689187628,2.5234057347003325,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.4157627551927603,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.0522963655437279
 2015,0,209.18746999999999,209,430,0.11765166582928996,23.227303556700406,267.85047680075473,2.2227450138968012,14.144507969333235,9.1795004795545001,4.9650074897787349,-5.2367700102574801,-3.1829269116204140,1.9518928444299464,-0.97363941308258117,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006530000000000,100.76206114406779,435.26242663208262,2.5003922439242685,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.3850234930986360,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.0146956821361006
 2015,0,209.20830000000001,209,500,2.9137616783680230E-002,23.513395081418821,266.52256913479101,2.3877271659856496,-4.8302258176500761,1.2393034074270386,-6.0695292250771145,-0.83474004159164705,5.9916168980601414,7.1406932274963753E-002,1.8870891443092839,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006606666666666,100.74122441340782,426.80956404810553,2.5439196789424257,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.4446881272893974,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.649086216654180
 2015,0,209.22913000000000,209,530,6.3108564976125089E-002,23.818875403377604,252.40003398861930,2.2210024489240845,-4.5420595542460278,1.0550337485134911,-5.5970933027595189,-0.37585569964802429,6.3904875879047340,0.26895687110529909,2.0318652382115387,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006643333333333,100.72976266759777,419.00573549612352,2.5911272644367691,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5090227098842846,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.47196153327504387
 2015,0,209.24995999999999,209,600,8.2300314603411140E-002,24.065835152737861,246.53867275595442,1.8625919082635269,-0.69303151627466408,1.8217859165546388,-2.5148174328293029,-0.15069138965934736,5.1625338561625860,0.53394415563331243,1.6438215967755083,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006613333333334,100.73913783519554,415.49682561973481,2.6298502954354701,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.5611216490917470,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.5309797371071694E-002
 2015,0,209.27079000000001,209,630,5.7801282154632649E-002,23.604613486348683,271.91370185833159,2.4356188262099345,10.297546702466791,-1.8600950043361955,12.157641706802986,1.8768413660793912,-9.6580914435029115,0.74770462507588498,-3.0979297426899799,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006850000000000,100.75832629888268,432.43076242621936,2.5579301368058216,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.4631513724068164,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.0667850136322672
 2015,0,209.29161999999999,209,700,0.10809574489412618,23.150602591317408,281.05238828894892,3.0312578372497190,13.082177774898643,6.4261155893070976,6.6560621855915461,-4.4846019803927240,-9.5235760074777485,3.0043830989828533,-2.9901884332814612,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006763333333334,100.78132800279329,441.68545317157202,2.4888265181258116,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.3687961105754853,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.1202305169998987
 2015,0,209.31245000000001,209,730,0.15110875497757897,23.122215523320165,284.13077436250563,3.5577906231632870,42.435504167219413,29.500434805119234,12.935069362100178,-15.382273737580675,-0.59582975586856923,2.4996460159990810,-0.23937803021807894,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006706666666666,100.83404600558659,459.65944653141133,2.4845619374041603,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.3612474276807225,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.4060463437579103
 2015,0,209.33328000000000,209,800,0.24119791436165122,23.170015625340909,273.23754379564684,2.9562349349261612,2.1384350634564804,10.784968656818416,-8.6465335933619354,-4.3613766600558019,1.0034261343934481,10.710914141428447,0.27940448016910252,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006876666666667,100.86279893854748,447.64609773291176,2.4917444992244229,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.3700576449258928,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.8007960243715025E-002
 2015,0,209.35410999999999,209,830,0.17048431393629038,23.664039557259798,267.83313501380945,1.2635672264800497,11.621948268502901,12.133980563888533,-0.51203229538563266,-6.5285469044993825,10.356465818215270,6.7403460704384770,3.4796676227614567,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037830000000000,100.88997325418994,446.93369456231886,2.5661945409358191,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.4799849177239111,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.41536000737272177
 2015,0,209.37494000000001,209,900,0.20469269110487642,24.394248122742795,265.98473163819716,1.4686609441719560,1.8667759902885281,7.4849868902817338,-5.6182108999932057,0.56399905303054387,15.275191801202899,20.169259302182024,4.9095679133666899,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.040016666666666,100.91872026536312,439.09994138996387,2.6811075725809306,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6355320284207076,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.0726450695482703E-002
 2015,0,209.39577000000000,209,930,0.29594234493427723,25.435479083354380,265.05625351206709,1.8165218331154760,9.9476969524183456,19.136679850413117,-9.1889828979947712,-1.5901339126101648,21.713641855213179,80.641487409658410,7.2778075579900259,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039703333333334,100.94990182960893,426.24641790134569,2.8528336528481621,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.8670801102466434,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.9330424372469627E-002
 2015,0,209.41659999999999,209,1000,0.23203874266958435,26.741979452804401,257.97706501457833,1.9939113236596337,-9.4846202030034217,2.5031108382298171,-11.987731041233239,15.413326670531156,27.135170656826748,55.907955623572668,9.6700725505267506,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.039339999999999,100.97215610335195,409.40835537252980,3.0818185341140829,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1764102545393085,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.38863127190014413
 2015,0,209.43743000000001,209,1030,0.24443896334119020,26.959719987581536,246.46606266336889,1.6497728259874496,-6.2250896370114379,-3.2535395869103576,-2.9715500501010803,9.7207015176834677,4.5191214465492013,47.319147842441154,1.6753668856590325,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038990000000000,100.97225325418994,405.23146612887587,3.1215081058514520,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2300527786298927,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.20965363273409404
 2015,0,209.45826000000000,209,1100,0.24110029076767250,27.456695547263791,235.11494155555667,1.5745796025921177,-4.1474085302966488,0.61823880781277196,-4.7656473381094209,17.632882129751824,10.295088913359006,40.042157523292808,3.9298780852088870,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038936666666666,100.94523885474861,398.51985813050635,3.2137411344074414,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3561841580938951,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.39638210835331494
 2015,0,209.47909000000001,209,1130,0.32721673612361940,29.403852654142781,200.52352863661798,1.4145278378477508,-9.0126096972246632,-6.4079790046804845,-2.6046306925441782,84.017428427637014,40.071745781226497,115.99857912592793,16.134598611443451,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038166666666667,100.91835150837989,394.82693325481159,3.5983897093557333,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8785150414377778,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.75555758334636358
 2015,0,209.49992000000000,209,1200,0.47535960904681296,30.375759732550080,168.24502054135510,2.7327802210684302,-27.059529749909888,-19.495470174401685,-7.5640595755082023,109.40363397195570,19.934607304366811,300.79070449664016,8.6356878324514383,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037403333333334,100.89647324022347,384.06559598296360,3.8049502972617462,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1593060857471134,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.32092548291320472
 2015,0,209.52074999999999,209,1230,0.50847112691079666,30.462307519326714,162.43233515779698,2.5080361108365885,-11.156955411770975,-13.069697028139503,1.9127416163685278,90.302302015120034,1.7739575686662847,418.49572560868012,0.84735389433522890,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037129999999999,100.85583407821230,386.78871349824277,3.8238432616255853,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1868792501600582,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.21650156711684224
 2015,0,209.54158000000001,209,1300,0.43879133720837071,30.448142707867305,140.07690366478866,2.6413162729385897,-4.3213397062633003,-5.6166030696051550,1.2952633633418547,61.665036288898513,-0.29026284555646892,182.28506043540722,-8.8857956631389484E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036659999999999,100.82646709497206,388.63319528835569,3.8207679402738375,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1839871168222578,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.23010002743774002
 2015,0,209.56241000000000,209,1330,0.55982807803476653,29.898175875701156,131.44772864756942,4.5189151006680550,-7.3633607279761017,-2.1909080820488596,-5.1724526459272422,76.322318035771559,-11.284815680733349,223.86673398685821,-4.8836340075017119,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036536666666667,100.78199935754191,381.27761426556128,3.7022483657680367,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0253385385442240,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.13718121131742519
 2015,0,209.58323999999999,209,1400,0.51331188771043956,30.906774175206920,133.54271071610756,3.6719385285538313,-19.684483975933379,-20.185734238847079,0.50125026291370167,187.23579627929342,20.614485156684928,368.45062488935207,9.2481347929840556,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036220000000000,100.71344734636872,381.99328547036191,3.9221363973804952,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3272733941594481,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.43674531976886088
 2015,0,209.60407000000001,209,1430,0.66422701676047513,31.088877756981844,129.49132069711263,5.2230164945122306,-10.844666240670811,-12.357006977662063,1.5123407369912520,142.92983789268899,3.7187395737722948,533.07220658008498,1.7382692973301761,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035660000000000,100.68482776536312,384.15447089234794,3.9630463702412362,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3840849716583898,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.15389988714981628
 2015,0,209.62490000000000,209,1500,0.51877600210555164,30.499368491572511,130.91750177567553,6.0091253911512954,-9.5636198651938660,-12.483148336854319,2.9195284716604522,39.996242920200380,-12.058320901503533,174.79644613258637,-5.4264064562388556,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035270000000001,100.66096163407821,388.31947802709436,3.8320343237089975,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2071381478433096,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-9.0414586918689241E-002
 2015,0,209.64572999999999,209,1530,0.60902501269114118,30.124424706144566,133.10856784863387,5.4664440745358087,-0.77575987855449613,1.3317537883763322,-2.1075136669308283,93.351985286143361,-7.6755520164902649,253.58831520381398,-3.3249225716107187,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035736666666667,100.62001987430169,385.31538391809022,3.7506492066191086,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0988469499693609,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.13047157316207833
 2015,0,209.66656000000000,209,1600,0.58522192472155055,30.217037628855735,132.77936988814366,5.4250873039414138,-17.358538767758152,-18.605356178857342,1.2468174110991888,87.118292339698058,1.8947934701025668,219.69821512744130,0.87748562574503275,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035753333333334,100.59133752793296,387.09367318404355,3.7706050300874741,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1274457162019367,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.13725572831139321
 2015,0,209.68738999999999,209,1630,0.59973427769382948,29.708129729372160,124.98116272363862,4.7370454024452577,1.0363639967523390,-5.5780889839013028,6.6144529806536418,58.230009235854745,-10.427050260006244,184.28001301552095,-4.5084140542127651,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.035810000000000,100.57279541899442,396.51353242036498,3.6620711451612475,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.9808010153420934,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-8.5256476699417480E-002
