Sitename:Pekan
Location: Latitude:    3.4383266 - Longitude:  103.3899384 - Elevation (masl):    35.
Principal investigator: 
Ecosystem type: 
File creation date: 2015-08-10T10:20
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2015,0,192.00000000000000,192,000,6.1257323645848280E-002,28.277420721640112,142.10735924109409,1.6937814261426056,-1.8624197346902491,-0.31547282056312637,-1.5469469141271228,0.62358255791557538,3.0189384813908404,0.70984916280390453,1.2222854631031672,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005226666666667,100.49902416201118,382.35983516481724,3.3725470336373955,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5771292710090083,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.85733709142628733
 2015,0,192.02082999999999,192,030,9.1045430006534922E-002,28.202007242554316,148.99847113006564,2.6783888967826179,5.3743714670217182,1.6822201209056156,3.6921513461161029,0.25031337465518416,-1.5512941712916688,0.93251326714038774,-0.59063935674171797,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005596666666666,100.48186948324023,387.59653539128368,3.3577788341965173,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5580239147439494,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.10483264882601002
 2015,0,192.04166000000001,192,100,0.18918043354144917,28.444103147407759,157.88640711772467,2.9865884742660556,-1.5510119548997776,-0.20756435566569240,-1.3434475992340853,2.1813283106718901,4.9759261929622527,-0.37853787949775308,1.9985469730647814,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005500000000000,100.47779367318435,385.68947119665950,3.4053469353471533,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.6227405455563328,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.10183199644199503
 2015,0,192.06249000000000,192,130,0.15142403416787548,28.675206154764624,153.49556005148096,3.3832747410972508,-1.4247649859580644E-002,-7.6642221583977821E-002,6.2394571724397177E-002,-0.62238842107296755,4.7460538303313236,-3.3661992102582809,1.9342233684720449,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005383333333333,100.46988831005586,385.77811700579764,3.4513020723197214,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.6854413013768070,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.6661222602677738E-002
 2015,0,192.08331999999999,192,200,0.22843311912302644,28.739000585971553,157.58195412030594,3.1418280665898650,-1.0464858713611553,-0.10272594045535606,-0.94375993090579924,0.86368634050617787,1.3097164910142109,-4.9270751699097159,0.55097488887168666,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005523333333333,100.45997861731844,384.43687374193877,3.4640755484041614,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7033086278626097,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.2904257590655491E-002
 2015,0,192.10415000000000,192,230,0.23538041192360798,27.789242385778891,209.77703849074277,1.0144510975176078,89.892172269379316,61.279964342361374,28.612207927017938,-28.332326176899084,-19.557168285987878,38.945200978018505,-7.8078577202969832,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005563333333333,100.45070606145251,424.97550287213198,3.2780171272795489,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.4511176467863178,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.68685840391124098
 2015,0,192.12497999999999,192,300,0.18726672106056796,27.241348553023556,243.22637448083222,1.1757955384024077,73.212726522058091,64.564883286646946,8.6478432354111483,-20.826862925405617,-11.299611380247118,27.017370550161598,-4.3240679132426614,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005380000000001,100.42747107541899,437.20854819913251,3.1746993508972965,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3117481755368408,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.0028279898932615
 2015,0,192.14581000000001,192,330,0.11757261990323346,26.770751707620491,259.52983113695404,1.9663982005305380,11.883568227011262,11.100443513632943,0.78312471337831857,-6.9160444394109772,-9.7186090672018306,4.8958386574901764,-3.6245369333816191,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005590000000000,100.40925466480446,438.31480411787390,3.0882206303004849,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1951406055027149,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.3458415716748773
 2015,0,192.16664000000000,192,400,4.1824255092837215E-002,26.371989181774154,250.77452810157394,2.2725610896668584,14.730957088421656,-1.5721776082205721,16.303134696642228,0.24096845038490375,-8.2455232440856090,-1.5121160556190663,-3.0263282556162636,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005536666666666,100.40527277932961,461.31519582150668,3.0165640149003847,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0979417219881284,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.0417280797990442
 2015,0,192.18746999999999,192,430,6.0964427153726054E-002,26.264434055349682,247.21825079646752,1.8897528797022962,8.9249467732587071,2.1004768929750419,6.8244698802836652,-1.3651753180452826,-2.2243628927752153,0.82836444565045353,-0.77486384890747584,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006320000000001,100.38625912011173,470.94149407473526,2.9974593408837911,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0730616571985330,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.9058976359373134
 2015,0,192.20830000000001,192,500,9.2403331642326808E-002,26.184791766971159,262.88459189884287,2.5262976632381724,21.960595223496277,4.7629994671245504,17.197595756371726,-5.2391439142750400,-1.6474028579077018,6.2870849736444807,-0.58279509361210080,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006616666666666,100.37893769553072,495.19498584038013,2.9833904014603370,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0543537798177809,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.1006949275758426
 2015,0,192.22913000000000,192,530,0.12585201960661921,26.142646781026258,260.42073752399097,1.5012352217166836,17.599658711217955,15.132666367999933,2.4669923432180223,-7.8407965595594726,-0.87191147640553424,15.059627171905877,-0.31448893080587986,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006863333333333,100.38135877094973,498.67357159562840,2.9759657051976309,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0442606798217993,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.2443395810509843
 2015,0,192.24995999999999,192,600,0.15086620200125428,26.404417008554447,231.66008670218085,1.6035375106430727,-8.7135424640345498,5.5512417374305238,-14.264784201465075,-3.8154432550679340,5.4115395407141316,3.0778927920950192,1.9448099518748680,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006750000000000,100.39202666201118,478.54404157642193,3.0222950679674652,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1067405931376335,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.35146966816088032
 2015,0,192.27079000000001,192,630,0.15618015329062793,26.274206107368741,243.67759477955357,0.64950324458930020,27.720064163257483,15.253851975989976,12.466212187267507,-6.3343193402674363,-2.6932576900203795,12.914882995817996,-0.99625617672364886,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.006323333333334,100.40243374301677,496.12607537750642,2.9991882122547819,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0747556587458975,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.52591172816039922
 2015,0,192.29161999999999,192,700,0.13631088542065334,26.518684982214552,222.05986715884839,1.5948143322853967,-7.9610610566858311,4.3930912513819047,-12.354152308067736,-2.4427910214970510,5.0545583622458610,1.1272262229740002,1.7888435386976322,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005820000000000,100.43912716480446,478.69423257541126,3.0427454650077590,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1322262653258841,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.30497536728568791
 2015,0,192.31245000000001,192,730,0.30370586895118590,26.325273356517584,212.63339723165811,0.56585349284014630,96.745453146556898,83.720145488252953,13.025307658303941,-25.145285230161790,-4.0022592627208926,46.153398767800894,-1.4914836887582370,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005739999999999,100.46367657821230,497.05673302460332,3.0082577114491382,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0843606396320640,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.28378997481178203
 2015,0,192.33328000000000,192,800,0.11232226884509733,26.344689960159940,313.82374251581388,0.27881757908818317,-13.744793949785828,-22.276771482787947,8.5319775330021184,5.6459830461777010,0.40189105268828468,-11.210974878621514,0.10521910769992550,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.005783333333333,100.49609160614524,509.08163608349395,3.0117032791224472,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.0877365903366796,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.2593356247067455
 2015,0,192.35410999999999,192,830,0.20482818753539161,26.842077495212664,208.18839750226590,0.60727738837352419,94.288554129620636,92.676738222245405,1.6118159073752290,1.0079513956710655,10.281733504572474,74.300751139381646,4.0743378296766943,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036830000000000,100.52887290502794,511.35634752276803,3.1000921713839698,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.2186992776764489,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.7064098981583249E-002
 2015,0,192.37494000000001,192,900,0.28396811931848515,27.415958662832168,163.95957854344272,1.2459241433210984,-5.4244890300948789,24.232354972130295,-29.656844002225174,7.5137736296904887,11.843052756646392,83.810240709505408,4.4778874782558207,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038876666666667,100.54805849162013,469.43039773787427,3.2060949052113341,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3629617332895476,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.10367065745122203
 2015,0,192.39577000000000,192,930,0.27695997554083546,28.166384878318297,168.92645007619257,1.5548979343023313,-18.220053834489395,1.2657830529567671,-19.485836887446162,14.016183253837241,15.452874621901891,117.77612577171955,6.0013091934113074,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038693333333333,100.57568846368716,441.82203609117136,3.3495688512520605,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.5568747874294742,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.20838998610493287
 2015,0,192.41659999999999,192,1000,0.24069632445663139,29.117823928747669,177.91869592135620,1.3949873315370018,-2.2670274158785508,3.3959448451734247,-5.6629722610519755,17.003765161885802,19.535714206565174,101.23733254530875,7.9322505358406481,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038433333333334,100.59554784916202,433.77475101522145,3.5394866183875533,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.8141769754308994,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.38507311529385435
 2015,0,192.43743000000001,192,1030,0.37108138358359932,29.773944413169033,181.87486366658757,1.5973441158290049,-25.905745146797223,-11.439520917245353,-14.466224229551868,43.860347266846368,13.443027259977914,196.25514560681893,5.7045730836292332,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038276666666667,100.59210319832403,413.17240537752616,3.6758491975331222,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.9997456244123875,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.27105659116097719
 2015,0,192.45826000000000,192,1100,0.36552581461623934,29.812068501903980,199.81835564165809,2.1840582626101597,-10.177631950446095,-5.4858729851492356,-4.6917589652968603,24.729601918419021,0.78088885470113090,133.08666381886553,0.35749277203822549,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037929999999999,100.57579856145252,406.48862424046786,3.6839252399525777,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0113785761380063,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.15992166980398553
 2015,0,192.47909000000001,192,1130,0.41937563318135407,30.210842200764148,201.06118280177020,2.5403965973387863,-10.359868206526407,-7.5139662771117397,-2.8459019294146684,38.255055644942956,8.1572431441010131,167.42809271529262,3.5689811675561134,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038383333333334,100.57230252793296,402.42893491723112,3.7691544489201423,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1277167488217970,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.16380264062847669
 2015,0,192.49992000000000,192,1200,0.37193887057675340,30.620574776420312,193.24059812219340,2.6415913410615199,-9.0548339922018890,-7.5283914357269275,-1.5264425564749611,38.707984217440007,8.3667434922118105,173.94206554674091,3.7896521281053883,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.038226666666667,100.52854918994413,400.24756924086404,3.8585331793362259,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2515183209860004,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.23765569277011153
 2015,0,192.52074999999999,192,1230,0.46990573960895282,30.832695174403682,200.01251058823209,2.7660004537315541,-3.8174009003655782,1.5342455624219240,-5.3516464627875022,23.569513824703336,4.3267441518463334,284.03702005174057,2.0089161973296346,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.037189999999999,100.48654241620112,392.59124908451588,3.9055667366550657,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.3172331289617425,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.1779902424449954E-002
 2015,0,192.54158000000001,192,1300,0.42338387342603462,31.300297912086080,207.59531037707578,3.0557451296786327,-12.408232247796999,-7.9481191848030219,-4.4601130629939778,51.336880944448318,9.5210242343204978,163.26969365565438,4.4132700705496219,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036646666666666,100.45851086592180,386.19880077057132,4.0109323852976608,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4619266099878470,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.21378686288627760
 2015,0,192.56241000000000,192,1330,0.37342858882441909,31.119517784757818,155.03322078451410,2.5188875215429984,-18.963435948881674,-20.510926746813041,1.5474907979313670,88.448024123241140,-3.6817250071216696,168.35525983333093,-1.6497541064685346,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036253333333333,100.42205247206704,388.41622672400820,3.9699350031566016,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.4078598086179959,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.53695605624680187
 2015,0,192.58323999999999,192,1400,0.39900253605244418,30.301291058076856,128.79568461521706,4.0466399790354082,-7.3017150993563487,-9.3606656403933677,2.0589505410370195,39.578022969675025,-16.703406997845097,211.48900537807398,-7.5131868600745531,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036193333333333,100.39653590782123,391.35934633566762,3.7888213928020051,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1624286838603561,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.19701874079337439
 2015,0,192.60407000000001,192,1430,0.51292175477998747,30.241692812615895,124.09492685173603,3.9011214011274444,-15.688898003312973,-14.962588425601126,-0.72630957771184623,72.344966461755291,-1.2164021551078925,235.86535484745701,-0.47443614592148836,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036330000000000,100.35698920391062,390.32093463661516,3.7759085861599022,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1469282534214535,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.16957406608787137
 2015,0,192.62490000000000,192,1500,0.42095587183169103,30.442446948003465,134.54697388362067,3.5748679671300474,-14.457673985999820,-13.255522194952530,-1.2021517910472912,73.606937262096125,4.0927592630087224,235.76885186390413,1.8958214993176892,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036356666666666,100.30806189944133,388.60023066419541,3.8195369040156826,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2089505127042051,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.31221780965521945
 2015,0,192.64572999999999,192,1530,0.45310709301698482,30.247563847802837,125.81875527820009,3.6506083998565604,-14.022641654211395,-13.109180200824955,-0.91346145338643925,48.918984442689101,-3.9734385886282939,254.68975811602445,-1.6843137505211525,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036199999999999,100.25455029329609,387.29288641459084,3.7771839324353453,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1538642376831048,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.16645446533801148
 2015,0,192.66656000000000,192,1600,0.27136396817029490,30.287161849037886,109.40200511735578,3.1761010798175748,-7.5067907707508130,-6.9862476345352036,-0.52054313621560910,21.258614838460158,0.80706553766200695,124.53081969334799,0.39556836826715663,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036283333333333,100.23111127094973,386.54761462222956,3.7857541535744486,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.1668067019831332,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.33679845259736674
 2015,0,192.68738999999999,192,1630,0.20547141953679035,30.403665974366561,109.82787980596848,3.2696280822718831,-5.2896678912159354,-5.2477692360702681,-4.1898655145667124E-002,9.1263497592307559,2.3731224062576346,71.824659066899130,1.0903897273911844,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,12.036313333333334,100.20940493016759,386.48759146795237,3.8110766179937841,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.2025082729810679,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.33311761912543775
